NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
5824,서울특별시 마포구 상암동,1634,1634,0,상암월드컵파크1단지,월세,39.66,202503,24,"4,433",10,3,2003,월드컵북로47길 8,202504~202703,-,-,,,아파트
5825,서울특별시 마포구 상암동,1634,1634,0,상암월드컵파크1단지,월세,39.66,202503,24,"4,605",13,4,2003,월드컵북로47길 8,202504~202703,-,-,,,아파트
5826,서울특별시 마포구 상암동,1655,1655,0,상암월드컵파크4단지,전세,84.66,202503,24,"67,000",0,6,2006,상암산로1길 24,202504~202704,갱신,-,"57,000",0,아파트
5827,서울특별시 마포구 상암동,1655,1655,0,상암월드컵파크4단지,전세,84.89,202503,24,"70,000",0,5,2006,상암산로1길 24,202506~202706,신규,-,,,아파트
5828,서울특별시 마포구 상암동,1736,1736,0,상암월드컵파크10단지,월세,59.69,202503,24,"9,627",15,11,2010,월드컵북로 502-36,202402~202601,-,-,,,아파트
5829,서울특별시 마포구 상암동,1637,1637,0,상암월드컵파크2단지,전세,59.92,202503,24,"39,900",0,20,2003,월드컵북로47길 46,202504~202604,갱신,사용,"38,000",0,아파트
5830,서울특별시 마포구 신공덕동,155,155,0,신공덕1차삼성래미안1아파트,월세,59.76,202503,24,"10,000",140,1,2000,백범로37길 12,202505~202705,신규,-,,,아파트
5831,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오3단지,전세,114.7267,202503,24,"120,000",0,6,2014,마포대로 195,202507~202707,신규,-,,,아파트
5832,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오2단지,전세,59.9796,202503,24,"62,300",0,14,2014,마포대로 195,202504~202704,갱신,-,"59,400",0,아파트
5833,서울특별시 마포구 서교동,490,490,0,메세나폴리스,월세,122.867,202503,24,"30,000",450,10,2012,양화로 45,202503~202703,신규,-,,,아파트
5834,서울특별시 마포구 신공덕동,172,172,0,펜트라우스,전세,115.04,202503,24,"90,000",0,8,2011,백범로 205,202507~202707,신규,-,,,아파트
5835,서울특별시 마포구 도화동,550,550,0,삼성,전세,72.185,202503,24,"54,600",0,3,1997,도화길 28,202507~202707,갱신,사용,"52,000",0,아파트
5836,서울특별시 마포구 성산동,446,446,0,성산시영(선경),전세,50.54,202503,24,"30,000",0,2,1986,월드컵북로 235,202505~202705,신규,-,,,아파트
5837,서울특별시 마포구 성산동,446,446,0,성산시영(선경),전세,50.54,202503,24,"28,000",0,1,1986,월드컵북로 235,202505~202705,신규,-,,,아파트
5838,서울특별시 마포구 대흥동,806,806,0,마포그랑자이(임대),월세,39.99,202503,24,"19,291",52,3,2020,대흥로 175,202504~202703,-,-,,,아파트
5839,서울특별시 마포구 용강동,508,508,0,이편한세상마포리버파크,전세,84.98,202503,24,"96,600",0,12,2016,토정로31길 24,202505~202605,갱신,사용,"92,000",0,아파트
5840,서울특별시 마포구 용강동,508,508,0,이편한세상마포리버파크,전세,84.98,202503,24,"96,600",0,12,2016,토정로31길 24,202505~202605,갱신,-,"92,000",0,아파트
5841,서울특별시 마포구 용강동,508,508,0,이편한세상마포리버파크,전세,84.98,202503,24,"117,000",0,14,2016,토정로31길 24,202506~202706,신규,-,,,아파트
5842,서울특별시 마포구 용강동,380,380,0,마포용강삼성래미안,전세,59.99,202503,24,"65,000",0,2,2003,큰우물로 28,202506~202706,신규,-,,,아파트
5843,서울특별시 마포구 염리동,533,533,0,마포자이더센트리지(102동~112동),월세,59.99,202503,24,"10,000",150,18,2022,숭문길 98,202503~202703,신규,-,,,아파트
5844,서울특별시 마포구 염리동,532,532,0,마포프레스티지자이,전세,59.8981,202503,24,"85,000",0,7,2021,대흥로 164,202506~202706,신규,-,,,아파트
5845,서울특별시 마포구 염리동,521,521,0,마포자이,전세,84.692,202503,24,"89,200",0,7,2003,독막로42길 2,202506~202706,갱신,사용,"85,000",0,아파트
5846,서울특별시 마포구 창전동,449,449,0,마포웨스트리버태영데시앙,전세,74.784,202503,24,"66,150",0,18,2019,서강로3길 32,202504~202704,갱신,사용,"63,000",0,아파트
5847,서울특별시 마포구 신수동,451,451,0,세양청마루,월세,111.88,202503,23,"8,000",250,2,2003,독막로 209,202404~202606,갱신,-,"8,000",210,아파트
5848,서울특별시 마포구 대흥동,660,660,0,대흥동태영아파트,월세,84.77,202503,23,"30,100",153,25,1999,독막로 266,202505~202705,갱신,사용,"30,000",140,아파트
5849,서울특별시 마포구 아현동,800,800,0,공덕자이,전세,59.99,202503,23,"61,900",0,5,2015,마포대로24길 16,-,-,-,,,아파트
5850,서울특별시 마포구 염리동,532,532,0,마포프레스티지자이,전세,59.9413,202503,23,"92,000",0,25,2021,대흥로24길 24,202505~202705,신규,-,,,아파트
5851,서울특별시 마포구 염리동,532,532,0,마포프레스티지자이,전세,59.7848,202503,23,"89,000",0,11,2021,대흥로24길 24,202505~202704,신규,-,,,아파트
5852,서울특별시 마포구 아현동,802,802,0,마포센트럴 아이파크,전세,84.9668,202503,23,"80,000",0,27,2017,마포대로 246,202505~202705,갱신,-,"67,000",0,아파트
5853,서울특별시 마포구 망원동,509,509,0,휴먼빌,전세,59.955,202503,23,"55,000",0,15,2004,방울내로 31,202505~202705,신규,-,,,아파트
5854,서울특별시 마포구 망원동,521,521,0,마포한강아이파크,월세,59.3813,202503,23,"20,000",200,6,2019,희우정로 77,202505~202705,신규,-,,,아파트
5855,서울특별시 마포구 중동,36-29,36,29,강림월드타운,전세,66.59,202503,23,"45,000",0,5,2002,성암로7길 14,202505~202705,신규,-,,,아파트
5856,서울특별시 마포구 신공덕동,161,161,0,신공덕래미안3차,전세,114.76,202503,23,"78,700",0,4,2003,만리재로 60,202504~202604,갱신,사용,"75,000",0,아파트
5857,서울특별시 마포구 성산동,446,446,0,성산시영(선경),월세,50.54,202503,23,"5,000",100,2,1986,월드컵북로 235,202503~202703,신규,-,,,아파트
5858,서울특별시 마포구 마포동,449,449,0,비체힐리버뷰,월세,14.5586,202503,23,"1,000",55,7,2012,마포대로4나길 71,202503~202603,신규,-,,,아파트
5859,서울특별시 마포구 아현동,804,804,0,더클래시,월세,59.97,202503,22,"10,000",270,3,2022,신촌로28길 50,202504~202704,신규,-,,,아파트
5860,서울특별시 마포구 대흥동,660,660,0,대흥동태영아파트,전세,84.77,202503,22,"67,200",0,16,1999,독막로 266,202505~202705,갱신,사용,"64,000",0,아파트
5861,서울특별시 마포구 대흥동,660,660,0,대흥동태영아파트,월세,114.93,202503,22,"70,000",50,5,1999,독막로 266,202505~202705,갱신,사용,"70,000",10,아파트
5862,서울특별시 마포구 대흥동,660,660,0,대흥동태영아파트,월세,114.93,202503,22,"70,000",50,5,1999,독막로 266,202505~202705,갱신,-,"70,000",10,아파트
5863,서울특별시 마포구 대흥동,806,806,0,마포그랑자이,월세,59.96,202503,22,"10,000",320,4,2020,대흥로 175,202504~202609,신규,-,,,아파트
5864,서울특별시 마포구 성산동,446,446,0,성산시영(선경),월세,50.54,202503,22,"5,000",120,7,1986,월드컵북로 235,202504~202704,신규,-,,,아파트
5865,서울특별시 마포구 망원동,521,521,0,마포한강아이파크,전세,59.3813,202503,22,"62,000",0,2,2019,희우정로 77,202504~202704,신규,-,,,아파트
5866,서울특별시 마포구 공덕동,464,464,0,래미안공덕4차,전세,59.9,202503,22,"65,000",0,10,2005,마포대로11길 50,202505~202705,신규,-,,,아파트
5867,서울특별시 마포구 공덕동,457,457,0,공덕3삼성래미안,월세,114.98,202503,22,"45,000",200,11,2004,마포대로7길 22,202504~202704,갱신,사용,"45,000",150,아파트
5868,서울특별시 마포구 공덕동,457,457,0,공덕3삼성래미안,전세,84.98,202503,22,"91,000",0,7,2004,마포대로7길 22,202505~202705,신규,-,,,아파트
5869,서울특별시 마포구 공덕동,43,43,0,공덕2삼성래미안,월세,59.97,202503,22,"40,000",80,2,2004,마포대로20길 26,202505~202705,신규,-,,,아파트
5870,서울특별시 마포구 신공덕동,170,170,0,브라운스톤공덕아파트,전세,59.89,202503,22,"78,000",0,16,2009,백범로 230,202504~202704,갱신,-,"59,000",0,아파트
5871,서울특별시 마포구 신공덕동,172,172,0,펜트라우스,월세,103.04,202503,22,"53,500",80,17,2011,백범로 205,202503~202703,갱신,-,"52,500",80,아파트
5872,서울특별시 마포구 신공덕동,172,172,0,펜트라우스,월세,103.04,202503,22,"53,500",80,17,2011,백범로 205,202503~202703,갱신,-,"52,500",80,아파트
5873,서울특별시 마포구 신공덕동,174,174,0,공덕아이파크,전세,84.96,202503,22,"95,000",0,10,2013,만리재로 36,202505~202705,신규,-,,,아파트
5874,서울특별시 마포구 신공덕동,159,159,0,신공덕래미안2차,전세,59.48,202503,22,"44,100",0,14,2000,만리재로 74,202504~202704,갱신,사용,"42,000",0,아파트
5875,서울특별시 마포구 공덕동,464,464,0,래미안공덕4차,전세,59.9,202503,22,"65,000",0,10,2005,마포대로11길 50,-,-,-,,,아파트
5876,서울특별시 마포구 대흥동,660,660,0,대흥동태영아파트,전세,84.77,202503,22,"65,000",0,3,1999,독막로 266,202504~202704,갱신,사용,"62,000",0,아파트
5877,서울특별시 마포구 대흥동,660,660,0,대흥동태영아파트,월세,114.93,202503,22,"70,000",50,5,1999,독막로 266,202505~202705,갱신,사용,"70,000",10,아파트
5878,서울특별시 마포구 신공덕동,159,159,0,신공덕래미안2차,월세,114.5,202503,22,"55,000",74,21,2000,만리재로 74,202505~202705,갱신,사용,"55,000",60,아파트
5879,서울특별시 마포구 현석동,222,222,0,강변힐스테이트,전세,59.54,202503,22,"59,500",0,12,2004,신수로 15,202505~202705,신규,-,,,아파트
5880,서울특별시 마포구 용강동,508,508,0,이편한세상마포리버파크,전세,59.98,202503,22,"75,000",0,14,2016,토정로31길 24,202505~202702,갱신,-,"75,000",0,아파트
5881,서울특별시 마포구 용강동,502,502,0,래미안마포리버웰,전세,84.99,202503,22,"92,400",0,3,2015,토정로31길 23,202505~202705,갱신,사용,"88,000",0,아파트
5882,서울특별시 마포구 용강동,380,380,0,마포용강삼성래미안,전세,84.2,202503,22,"84,000",0,14,2003,큰우물로 28,202504~202704,갱신,사용,"80,000",0,아파트
5883,서울특별시 마포구 현석동,220,220,0,밤섬힐스테이트,월세,59.4,202503,22,"43,000",10,8,1999,신수로3길 23,202503~202703,갱신,-,"39,000",0,아파트
5884,서울특별시 마포구 도화동,82,82,0,우성,전세,68.94,202503,22,"55,000",0,5,1991,삼개로 38,202505~202705,신규,-,,,아파트
5885,서울특별시 마포구 공덕동,43,43,0,공덕2삼성래미안,전세,84.94,202503,22,"57,750",0,4,2004,마포대로20길 26,202505~202705,갱신,사용,"55,000",0,아파트
5886,서울특별시 마포구 공덕동,371,371,0,공덕1삼성래미안,전세,59.74,202503,22,"63,000",0,10,1999,마포대로 115-8,202506~202706,신규,-,,,아파트
5887,서울특별시 마포구 신공덕동,155,155,0,신공덕1차삼성래미안1아파트,전세,59.76,202503,22,"68,000",0,17,2000,백범로37길 12,202506~202706,신규,-,,,아파트
5888,서울특별시 마포구 신공덕동,155,155,0,신공덕1차삼성래미안1아파트,전세,84.9,202503,22,"57,200",0,2,2000,백범로37길 12,202504~202704,갱신,사용,"54,500",0,아파트
5889,서울특별시 마포구 신공덕동,155,155,0,신공덕1차삼성래미안1아파트,전세,59.76,202503,22,"65,000",0,5,2000,백범로37길 12,202505~202705,신규,-,,,아파트
5890,서울특별시 마포구 신공덕동,161,161,0,신공덕래미안3차,전세,59.96,202503,22,"63,000",0,3,2003,만리재로 60,202504~202704,갱신,-,"59,000",0,아파트
5891,서울특별시 마포구 합정동,473,473,0,마포한강2차푸르지오,전세,110.88,202503,22,"165,000",0,26,2016,월드컵로3길 14,202505~202705,신규,-,,,아파트
5892,서울특별시 마포구 합정동,473,473,0,마포한강2차푸르지오,전세,83.45,202503,22,"110,000",0,17,2016,월드컵로3길 14,202504~202704,신규,-,,,아파트
5893,서울특별시 마포구 아현동,800,800,0,공덕자이,전세,84.99,202503,22,"90,000",0,5,2015,마포대로24길 16,202505~202705,신규,-,,,아파트
5894,서울특별시 마포구 창전동,443,443,0,해모로,전세,83.85,202503,22,"81,000",0,22,2007,토정로 167,-,-,-,,,아파트
5895,서울특별시 마포구 망원동,478-27,478,27,미원1,전세,58.98,202503,22,"41,500",0,10,1996,망원로11길 38,202508~202708,신규,-,,,아파트
5896,서울특별시 마포구 망원동,507,507,0,신부파스카4차,월세,84.62,202503,22,"45,000",25,3,2004,방울내로 43,202505~202705,신규,-,,,아파트
5897,서울특별시 마포구 염리동,532,532,0,마포프레스티지자이,전세,59.8397,202503,22,"70,000",0,18,2021,대흥로 164,202504~202704,갱신,-,"65,000",0,아파트
5898,서울특별시 마포구 염리동,532,532,0,마포프레스티지자이,월세,59.8397,202503,22,"10,000",320,13,2021,대흥로 164,202503~202703,신규,-,,,아파트
5899,서울특별시 마포구 염리동,520,520,0,염리삼성래미안,전세,59.52,202503,22,"47,250",0,12,2001,백범로25길 63,202505~202705,갱신,사용,"45,000",0,아파트
5900,서울특별시 마포구 염리동,520,520,0,염리삼성래미안,전세,59.52,202503,22,"47,250",0,12,2001,백범로25길 63,-,-,-,,,아파트
5901,서울특별시 마포구 염리동,520,520,0,염리삼성래미안,전세,84.96,202503,22,"59,850",0,16,2001,백범로25길 63,202503~202603,갱신,사용,"57,000",0,아파트
5902,서울특별시 마포구 상암동,1660,1660,0,상암월드컵파크7단지,월세,84.9,202503,22,"49,000",35,7,2005,상암산로1길 92,202504~202704,갱신,-,"49,000",0,아파트
5903,서울특별시 마포구 상암동,1689,1689,0,상암월드컵파크6단지,전세,104.32,202503,22,"72,450",0,11,2005,상암산로1길 57,202503~202703,갱신,사용,"69,000",0,아파트
5904,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오4단지,전세,84.5978,202503,22,"73,500",0,2,2014,마포대로 195,202504~202704,갱신,사용,"70,000",0,아파트
5905,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오4단지,전세,84.5978,202503,22,"95,000",0,9,2014,마포대로 195,202506~202706,신규,-,,,아파트
5906,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오4단지,월세,84.3884,202503,22,"40,000",240,25,2014,마포대로 195,202505~202705,신규,-,,,아파트
5907,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오4단지,전세,84.5978,202503,22,"100,000",0,27,2014,마포대로 195,202505~202705,갱신,-,"75,000",0,아파트
5908,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오4단지,전세,84.5978,202503,22,"87,000",0,1,2014,마포대로 195,202507~202708,신규,-,,,아파트
5909,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오4단지,전세,59.9656,202503,22,"63,000",0,10,2014,마포대로 195,202504~202704,갱신,사용,"60,000",0,아파트
5910,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오3단지,전세,84.8919,202503,22,"88,000",0,1,2014,마포대로 195,202506~202706,신규,-,,,아파트
5911,서울특별시 마포구 중동,36-29,36,29,강림월드타운,전세,66.59,202503,22,"42,000",0,2,2002,성암로7길 14,202505~202705,신규,-,,,아파트
5912,서울특별시 마포구 망원동,500,500,0,한강1차대주피오레,전세,79.38,202503,22,"46,200",0,3,2003,동교로3길 67,202503~202703,갱신,-,"44,000",0,아파트
5913,서울특별시 마포구 망원동,507,507,0,신부파스카4차,월세,84.62,202503,22,"45,000",25,3,2004,방울내로 43,202505~202705,신규,-,,,아파트
5914,서울특별시 마포구 성산동,446,446,0,성산시영(유원),전세,59.43,202503,22,"37,000",0,6,1986,월드컵북로 235,202505~202705,신규,-,,,아파트
5915,서울특별시 마포구 성산동,446,446,0,성산시영(대우),전세,50.03,202503,22,"33,000",0,10,1986,월드컵북로 235,202504~202704,신규,-,,,아파트
5916,서울특별시 마포구 아현동,800,800,0,공덕자이,전세,84.99,202503,22,"82,950",0,10,2015,마포대로24길 16,202505~202705,갱신,사용,"79,000",0,아파트
5917,서울특별시 마포구 아현동,802,802,0,마포센트럴 아이파크,전세,111.1083,202503,22,"110,000",0,4,2017,마포대로 246,202505~202705,갱신,-,"100,000",0,아파트
5918,서울특별시 마포구 성산동,446,446,0,성산시영(대우),전세,50.03,202503,22,"29,400",0,10,1986,월드컵북로 260,202504~202704,갱신,-,"28,000",0,아파트
5919,서울특별시 마포구 마포동,253,253,0,마포쌍용황금아파트,월세,59.9,202503,22,"40,700",8,14,2000,마포대로4라길 30,202505~202705,갱신,사용,"40,700",0,아파트
5920,서울특별시 마포구 상암동,1658,1658,0,상암월드컵파크5단지,전세,84.67,202503,22,"57,000",0,15,2005,상암산로1길 52,202505~202702,갱신,사용,"57,000",0,아파트
5921,서울특별시 마포구 상암동,1736,1736,0,상암월드컵파크10단지,전세,84.66,202503,22,"60,000",0,1,2010,월드컵북로 502-36,202504~202704,갱신,-,"62,000",0,아파트
5922,서울특별시 마포구 신수동,445-5,445,5,현대,전세,84.47,202503,22,"47,250",0,3,1996,토정로 242,202504~202704,갱신,사용,"45,000",0,아파트
5923,서울특별시 마포구 신수동,462,462,0,신촌숲아이파크,월세,59.376,202503,22,"58,000",100,24,2019,광성로 17,202506~202706,신규,-,,,아파트
5924,서울특별시 마포구 신수동,459,459,0,밤섬경남아너스빌,월세,84.83,202503,22,"50,000",50,15,2009,독막로28길 10,202503~202703,갱신,-,"40,000",80,아파트
5925,서울특별시 마포구 성산동,446,446,0,성산시영(선경),월세,50.54,202503,22,"1,000",105,9,1986,월드컵북로 235,202505~202605,신규,-,,,아파트
5926,서울특별시 마포구 상암동,1637,1637,0,상암월드컵파크2단지,월세,59.84,202503,22,"35,000",38,3,2003,월드컵북로47길 46,202506~202706,갱신,-,"25,000",30,아파트
5927,서울특별시 마포구 상암동,1637,1637,0,상암월드컵파크2단지,월세,59.84,202503,22,"35,000",38,3,2003,월드컵북로47길 46,202506~202706,갱신,-,"25,000",30,아파트
5928,서울특별시 마포구 상암동,1637,1637,0,상암월드컵파크2단지,전세,59.84,202503,22,"39,900",0,4,2003,월드컵북로47길 46,202503~202703,갱신,사용,"38,000",0,아파트
5929,서울특별시 마포구 아현동,804,804,0,더클래시,전세,59.97,202503,22,"85,000",0,9,2022,신촌로28길 50,202507~202707,신규,-,,,아파트
5930,서울특별시 마포구 공덕동,457,457,0,공덕3삼성래미안,월세,59.97,202503,21,"5,000",250,19,2004,마포대로7길 22,202505~202705,신규,-,,,아파트
5931,서울특별시 마포구 창전동,444,444,0,서강예가,전세,59.983,202503,21,"65,000",0,3,2007,서강로 53,202505~202705,신규,-,,,아파트
5932,서울특별시 마포구 중동,392,392,0,마포중동현대,월세,59.88,202503,21,"36,000",40,11,2001,성암로 91,202506~202706,신규,-,,,아파트
5933,서울특별시 마포구 성산동,446,446,0,성산시영(유원),전세,59.43,202503,21,"35,000",0,11,1986,월드컵북로 235,202505~202705,갱신,-,"29,400",0,아파트
5934,서울특별시 마포구 성산동,446,446,0,성산시영(선경),전세,50.54,202503,21,"31,000",0,9,1986,월드컵북로 235,-,-,-,,,아파트
5935,서울특별시 마포구 용강동,502,502,0,래미안마포리버웰,월세,84.98,202503,21,"65,000",76,1,2015,토정로31길 23,202503~202704,갱신,사용,"65,000",60,아파트
5936,서울특별시 마포구 창전동,442,442,0,서강오벨리스크스위트,월세,116.51,202503,21,"25,000",260,2,2007,창전로 45,202505~202705,신규,-,,,아파트
5937,서울특별시 마포구 공덕동,469,469,0,래미안공덕5차,월세,84.851,202503,21,"20,000",270,3,2011,마포대로 173-15,202504~202704,신규,-,,,아파트
5938,서울특별시 마포구 염리동,533,533,0,마포자이더센트리지(102동~112동),월세,59.99,202503,21,"33,142",130,2,2022,숭문길 98,202504~202710,갱신,-,"30,000",130,아파트
5939,서울특별시 마포구 염리동,532,532,0,마포프레스티지자이,전세,84.7352,202503,21,"84,000",0,7,2021,대흥로24길 24,202504~202704,갱신,사용,"80,000",0,아파트
5940,서울특별시 마포구 염리동,521,521,0,마포자이,월세,135.376,202503,21,"10,000",460,8,2003,독막로42길 2,202504~202704,신규,-,,,아파트
5941,서울특별시 마포구 아현동,275-2,275,2,마포푸르지오더센트럴,전세,38.79,202503,21,"65,000",0,16,2023,마포대로 231,202505~202705,신규,-,,,아파트
5942,서울특별시 마포구 아현동,804,804,0,더클래시,전세,59.97,202503,21,"80,000",0,23,2022,신촌로28길 50,202505~202705,신규,-,,,아파트
5943,서울특별시 마포구 아현동,804,804,0,더클래시,전세,59.97,202503,21,"80,000",0,23,2022,신촌로28길 50,202505~202705,신규,-,,,아파트
5944,서울특별시 마포구 아현동,804,804,0,더클래시,전세,59.5,202503,21,"66,150",0,10,2022,신촌로28길 50,202505~202611,신규,-,,,아파트
5945,서울특별시 마포구 아현동,804,804,0,더클래시,전세,59.5,202503,21,"65,000",0,15,2022,신촌로28길 50,202504~202704,갱신,사용,"62,000",0,아파트
5946,서울특별시 마포구 아현동,800,800,0,공덕자이,월세,114.99,202503,21,"20,000",390,19,2015,마포대로24길 16,202505~202705,신규,-,,,아파트
5947,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오4단지,월세,84.8919,202503,21,"5,000",326,6,2014,마포대로 195,-,-,-,,,아파트
5948,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오4단지,전세,84.8919,202503,21,"95,000",0,19,2014,마포대로 195,202506~202706,신규,-,,,아파트
5949,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202503,21,"5,337",27,13,2021,서강로 75-16,202504~202704,신규,-,,,아파트
5950,서울특별시 마포구 신수동,462,462,0,신촌숲아이파크,전세,111.024,202503,21,"147,000",0,5,2019,광성로 17,202506~202706,신규,-,,,아파트
5951,서울특별시 마포구 마포동,253,253,0,마포쌍용황금아파트,전세,59.9,202503,21,"50,000",0,11,2000,마포대로4라길 30,202505~202705,신규,-,,,아파트
5952,서울특별시 마포구 마포동,253,253,0,마포쌍용황금아파트,전세,59.9,202503,21,"50,000",0,11,2000,마포대로4라길 30,202505~202705,신규,-,,,아파트
5953,서울특별시 마포구 창전동,439,439,0,신촌태영데시앙,월세,84.97,202503,21,"10,000",220,20,2003,서강로9길 45,202505~202705,신규,-,,,아파트
5954,서울특별시 마포구 창전동,437,437,0,창전래미안,월세,84.93,202503,21,"50,000",50,18,1998,서강로 95,202506~202706,신규,-,,,아파트
5955,서울특별시 마포구 합정동,472,472,0,마포한강푸르지오,전세,84.64,202503,21,"115,000",0,22,2015,월드컵로1길 14,202506~202706,신규,-,,,아파트
5956,서울특별시 마포구 합정동,472,472,0,마포한강푸르지오,전세,119.99,202503,21,"150,000",0,36,2015,월드컵로1길 14,202504~202704,신규,-,,,아파트
5957,서울특별시 마포구 합정동,473,473,0,마포한강2차푸르지오,월세,83.45,202503,21,"10,000",450,21,2016,월드컵로3길 14,202504~202704,신규,-,,,아파트
5958,서울특별시 마포구 상암동,1752,1752,0,상암월드컵파크9단지,월세,39.33,202503,21,"1,327",28,4,2010,월드컵북로 501,202504~202703,-,-,,,아파트
5959,서울특별시 마포구 상암동,1736,1736,0,상암월드컵파크10단지,월세,49.58,202503,21,"12,279",15,14,2010,월드컵북로 502-36,202504~202703,-,-,,,아파트
5960,서울특별시 마포구 상암동,1741,1741,0,상암월드컵파크11단지,월세,59.37,202503,21,"7,576",36,14,2010,월드컵북로 502-37,202503~202703,갱신,-,"5,488",23,아파트
5961,서울특별시 마포구 상수동,355-2,355,2,상수크리원,월세,16.9,202503,21,"5,100",50,5,2021,토정로 131,202506~202706,갱신,-,"5,100",47,아파트
5962,서울특별시 마포구 상수동,355-2,355,2,상수크리원,월세,16.9,202503,21,"9,100",46,15,2021,토정로 131,202506~202706,갱신,-,"9,100",43,아파트
5963,서울특별시 마포구 상수동,355-2,355,2,상수크리원,월세,18.83,202503,21,"9,600",49,11,2021,토정로 131,202506~202706,갱신,-,"9,600",46,아파트
5964,서울특별시 마포구 상수동,355-2,355,2,상수크리원,월세,16.9,202503,21,"9,100",46,3,2021,토정로 131,202506~202706,갱신,-,"9,100",43,아파트
5965,서울특별시 마포구 상수동,398,398,0,래미안밤섬리베뉴Ⅱ,월세,59.99,202503,21,"10,000",215,8,2014,독막로20나길 21,202503~202703,갱신,사용,"10,000",210,아파트
5966,서울특별시 마포구 상암동,1658,1658,0,상암월드컵파크5단지,전세,84.75,202503,21,"73,000",0,11,2005,상암산로1길 52,202506~202706,신규,-,,,아파트
5967,서울특별시 마포구 도화동,357,357,0,도화동현대,전세,79.83,202503,20,"57,000",0,13,1996,새창로 52,202505~202705,신규,-,,,아파트
5968,서울특별시 마포구 도화동,353-1,353,1,현대2차아파트,월세,27.72,202503,20,"2,190",5,20,2000,새창로8길 72,202503~202703,갱신,-,"2,148",5,아파트
5969,서울특별시 마포구 공덕동,478,478,0,공덕더샵,전세,84.9596,202503,20,"114,000",0,3,2018,백범로 170,202506~202706,신규,-,,,아파트
5970,서울특별시 마포구 신공덕동,159,159,0,신공덕래미안2차,전세,59.48,202503,20,"60,000",0,13,2000,만리재로 74,202503~202704,신규,-,,,아파트
5971,서울특별시 마포구 도화동,353-1,353,1,현대2차,월세,27.72,202503,20,"2,200",5,20,2000,새창로8길 72,202503~202703,갱신,-,"2,148",5,아파트
5972,서울특별시 마포구 상수동,402,402,0,래미안밤섬리베뉴Ⅰ,전세,39.19,202503,20,"7,961",0,2,2014,독막로20나길 22,202504~202703,-,-,,,아파트
5973,서울특별시 마포구 신공덕동,159,159,0,신공덕래미안2차,전세,84.73,202503,20,"65,000",0,16,2000,만리재로 74,202506~202706,갱신,-,"60,000",0,아파트
5974,서울특별시 마포구 성산동,446,446,0,성산시영(선경),전세,50.54,202503,20,"23,000",0,14,1986,월드컵북로 235,202504~202704,신규,-,,,아파트
5975,서울특별시 마포구 성산동,446,446,0,성산시영(유원),전세,59.43,202503,20,"24,100",0,2,1986,월드컵북로 235,202503~202703,갱신,-,"23,100",0,아파트
5976,서울특별시 마포구 신정동,30,30,0,서강GS,전세,84.4,202503,20,"68,000",0,18,1999,창전로 26,202507~202707,신규,-,,,아파트
5977,서울특별시 마포구 상암동,1637,1637,0,상암월드컵파크2단지,전세,59.84,202503,20,"38,850",0,9,2003,월드컵북로47길 46,202503~202703,갱신,사용,"37,000",0,아파트
5978,서울특별시 마포구 상암동,1736,1736,0,상암월드컵파크10단지,월세,59.37,202503,20,"9,439",16,11,2010,월드컵북로 502-36,202504~202703,-,-,,,아파트
5979,서울특별시 마포구 대흥동,12-41,12,41,서희스타힐스,월세,33.76,202503,20,"2,000",150,17,2014,신촌로 160,202504~202704,신규,-,,,아파트
5980,서울특별시 마포구 대흥동,660,660,0,대흥동태영아파트,전세,114.93,202503,20,"77,700",0,22,1999,독막로 266,202504~202704,갱신,사용,"74,000",0,아파트
5981,서울특별시 마포구 신수동,450,450,0,신촌삼익,전세,59.85,202503,20,"57,000",0,14,1997,신수로 107,202503~202703,갱신,-,"57,000",0,아파트
5982,서울특별시 마포구 망원동,471-3,471,3,노아아크빌,전세,106.15,202503,20,"54,000",0,2,2004,방울내로11길 27,202506~202706,신규,-,,,아파트
5983,서울특별시 마포구 상암동,1674,1674,0,상암월드컵파크8단지,전세,49.62,202503,20,"9,436",0,9,2008,월드컵로42길 12,202504~202703,-,-,,,아파트
5984,서울특별시 마포구 아현동,800,800,0,공덕자이,월세,59.99,202503,20,"10,000",270,4,2015,마포대로24길 16,202505~202705,신규,-,,,아파트
5985,서울특별시 마포구 아현동,800,800,0,공덕자이,전세,84.99,202503,20,"76,650",0,17,2015,마포대로24길 16,202505~202705,신규,-,,,아파트
